product_id,product_name,category,subcategory,cost_price
PROD0520,Cloud Computing 1,Books,Programming,25361.28
PROD0521,Mouse 38,Electronics,Computers,40166.82
PROD0522,Pillow 74,Home,Kitchen,48306.17
PROD0523,Cyber Security 32,Books,Programming,34111.57
PROD0524,Keyboard 15,Electronics,Mobile,31719.72
PROD0525,Dress 90,Clothing,Women,20680.06
PROD0526,Pillow 69,Home,Kitchen,12488.05
PROD0527,Keyboard 87,Electronics,Mobile,3893.84
PROD0528,Sneakers 41,Clothing,Footwear,13526.88
PROD0529,Sneakers 95,Clothing,Footwear,12178.62
PROD0530,Table 30,Home,Furniture,41833.1
PROD0531,Table 100,Home,Furniture,33823.03
PROD0532,Cloud Computing 1,Books,Education,47903.86
PROD0533,Machine Learning 80,Books,Education,43451.56
PROD0534,Data Engineering 98,Books,Programming,19954.19
PROD0535,T-Shirt 68,Clothing,Women,46988.76
PROD0536,Mouse 45,Electronics,Accessories,38817.61
PROD0537,Python Programming 90,Books,Programming,34491.61
PROD0538,Monitor 27,Electronics,Computers,16339.27
PROD0539,Table 71,Home,Kitchen,23620.13
PROD0540,Lamp 24,Home,Furniture,21012.74
PROD0541,Lamp 52,Home,Furniture,28613.34
PROD0542,Shirt 13,Clothing,Men,27811.47
PROD0543,Data Engineering 19,Books,Education,7562.45
PROD0544,Smartphone 54,Electronics,Accessories,25898.65
PROD0545,Storage Box 63,Home,Decor,42939.25
PROD0546,Keyboard 13,Electronics,Computers,10851.82
PROD0547,Bedsheet 81,Home,Decor,16799.36
PROD0548,Lamp 72,Home,Kitchen,17272.6
PROD0549,Python Programming 45,Books,Education,10028.01
PROD0550,Shirt 37,Clothing,Footwear,25571.18
PROD0551,Python Programming 49,Books,Programming,31622.44
PROD0552,Shirt 22,Clothing,Women,21148.64
PROD0553,Cyber Security 10,Books,Programming,11488.08
PROD0554,Cookware 38,Home,Decor,32267.75
PROD0555,Bedsheet 100,Home,Kitchen,37419.99
PROD0556,Database Systems 22,Books,Technology,6339.49
PROD0557,Dress 33,Clothing,Footwear,37512.01
PROD0558,Jeans 51,Clothing,Men,46846.0
PROD0559,Cloud Computing 7,Books,Programming,26246.74
PROD0560,Laptop 34,Electronics,Computers,32776.15
PROD0561,Machine Learning 30,Books,Programming,22213.71
PROD0562,Jeans 68,Clothing,Men,1854.23
PROD0563,Storage Box 42,Home,Kitchen,48751.58
PROD0564,Pillow 57,Home,Decor,27010.45
PROD0565,Web Development 96,Books,Education,21805.37
PROD0566,Lamp 62,Home,Furniture,22148.83
PROD0567,Bedsheet 34,Home,Furniture,104.61
PROD0568,Jacket 37,Clothing,Men,34419.72
PROD0569,Cyber Security 62,Books,Programming,39918.44
PROD0570,Shirt 1,Clothing,Men,20645.62
PROD0571,Database Systems 32,Books,Education,32334.94
PROD0572,Data Engineering 34,Books,Education,12054.13
PROD0573,Lamp 84,Home,Kitchen,20703.9
PROD0574,Smartphone 18,Electronics,Accessories,22821.62
PROD0575,Machine Learning 90,Books,Technology,16100.12
PROD0576,T-Shirt 69,Clothing,Men,14177.52
PROD0577,Dress 57,Clothing,Men,4600.83
PROD0578,Keyboard 28,Electronics,Mobile,39307.69
PROD0579,Machine Learning 60,Books,Technology,16579.41
PROD0580,T-Shirt 35,Clothing,Men,27205.28
PROD0581,Jeans 33,Clothing,Men,6185.88
PROD0582,Sneakers 99,Clothing,Men,36907.19
PROD0583,Smartphone 59,Electronics,Computers,26104.84
PROD0584,Sneakers 50,Clothing,Women,46817.14
PROD0585,Dress 94,Clothing,Footwear,26094.22
PROD0586,Bedsheet 82,Home,Kitchen,44387.23
PROD0587,T-Shirt 31,Clothing,Women,851.88
PROD0588,Pillow 16,Home,Furniture,545.6
PROD0589,Mouse 89,Electronics,Accessories,7834.1
PROD0590,Smartphone 21,Electronics,Accessories,30970.38
PROD0591,Laptop 46,Electronics,Accessories,26864.03
PROD0592,Smartphone 63,Electronics,Accessories,39449.24
PROD0593,Storage Box 57,Home,Furniture,34493.57
PROD0594,Cookware 18,Home,Furniture,24316.58
PROD0595,Cloud Computing 38,Books,Programming,9569.81
PROD0596,Hoodie 45,Clothing,Women,13838.69
PROD0597,T-Shirt 68,Clothing,Women,40988.99
PROD0598,Bedsheet 1,Home,Decor,19014.27
PROD0599,T-Shirt 80,Clothing,Footwear,12015.45
PROD0600,Monitor 69,Electronics,Computers,26251.08
