order_id,customer_id,order_date,status,region_code
ORD00384,CUST0447,2024-09-13 07:02:33,RETURNED,SOUTH
ORD00385,CUST0451,2024-03-23 16:16:01,PLACED,SOUTH
ORD00386,,2025-02-08 05:51:09,DELIVERED,NORTH
ORD00387,CUST0507,2024-03-04 08:49:30,RETURNED,CENTRAL
ORD00388,CUST0505,2024-06-23 17:57:50,CANCELLED,NORTH
ORD00389,CUST0209,2025-03-17 08:37:44,SHIPPED,CENTRAL
ORD00390,CUST0577,2026-06-28 19:38:10,RETURNED,NORTH
ORD00391,CUST0585,2024-10-07 12:05:40,PLACED,WEST
ORD00392,CUST0337,2024-02-10 07:56:23,RETURNED,NORTH
ORD00393,CUST0109,2025-05-17 14:23:00,PLACED,WEST
ORD00394,CUST0276,2026-07-12 01:32:25,DELIVERED,NORTH
ORD00395,CUST0464,2025-05-19 17:43:35,RETURNED,CENTRAL
ORD00396,CUST0050,2025-03-15 13:17:24,PLACED,NORTH
ORD00397,CUST0391,2024-05-23 18:33:06,SHIPPED,WEST
ORD00398,CUST0214,2024-09-10 02:52:08,DELIVERED,SOUTH
ORD00399,CUST0503,2025-11-02 15:29:24,RETURNED,CENTRAL
ORD00400,CUST0099,2025-07-24 19:47:00,DELIVERED,WEST
ORD00401,CUST0577,2026-07-21 14:19:31,DELIVERED,EAST
ORD00402,CUST0445,2025-10-23 19:04:07,DELIVERED,WEST
ORD00403,CUST0159,2026-02-08 10:57:07,DELIVERED,NORTH
ORD00404,CUST0448,2024-05-03 00:09:39,DELIVERED,SOUTH
ORD00405,CUST0308,2025-01-21 06:28:28,SHIPPED,NORTH
ORD00406,CUST0047,2026-03-08 13:28:50,DELIVERED,NORTH
ORD00407,CUST0583,2025-01-28 14:42:12,DELIVERED,CENTRAL
ORD00408,,2025-12-20 01:22:40,SHIPPED,WEST
ORD00409,,2025-10-08 14:58:58,SHIPPED,CENTRAL
ORD00410,CUST0461,2025-02-15 18:41:22,RETURNED,SOUTH
ORD00411,CUST0081,2026-07-27 08:43:24,DELIVERED,WEST
ORD00412,CUST0006,2025-09-05 12:12:03,SHIPPED,WEST
ORD00413,CUST0415,2026-07-23 23:59:24,DELIVERED,CENTRAL
ORD00414,CUST0405,2025-04-15 03:51:29,PLACED,SOUTH
ORD00415,CUST0017,2024-10-19 09:23:28,SHIPPED,SOUTH
ORD00416,CUST0447,2026-04-16 15:48:44,DELIVERED,WEST
ORD00417,CUST0433,2024-02-03 21:23:25,RETURNED,WEST
ORD00418,CUST0483,2024-01-31 11:46:35,DELIVERED,SOUTH
ORD00419,CUST0402,2024-03-20 02:30:59,PLACED,WEST
ORD00420,CUST0508,2026-06-17 22:03:20,DELIVERED,EAST
ORD00421,,2025-09-12 21:09:51,DELIVERED,CENTRAL
ORD00422,CUST0500,2024-12-26 06:04:27,DELIVERED,WEST
ORD00423,CUST0567,2024-04-08 15:50:44,DELIVERED,WEST
ORD00424,CUST0356,2025-11-27 10:46:55,PLACED,EAST
ORD00425,CUST0481,2025-06-18 03:33:35,DELIVERED,CENTRAL
ORD00426,CUST0348,2026-07-24 07:55:11,DELIVERED,WEST
ORD00427,CUST0301,2025-08-29 10:05:39,CANCELLED,EAST
ORD00428,CUST0166,2024-11-17 21:17:46,DELIVERED,WEST
ORD00429,CUST0205,2024-08-30 19:48:42,PLACED,WEST
ORD00430,CUST0506,2025-04-16 16:57:47,DELIVERED,NORTH
ORD00431,CUST0268,2025-07-08 15:33:37,SHIPPED,CENTRAL
ORD00432,,2024-04-08 21:37:30,PLACED,SOUTH
ORD00433,CUST0230,2026-01-25 13:00:45,DELIVERED,EAST
ORD00434,CUST0571,2025-02-19 12:47:45,CANCELLED,CENTRAL
ORD00435,CUST0107,2024-03-19 07:52:11,DELIVERED,WEST
ORD00436,CUST0114,2024-06-13 11:56:04,DELIVERED,NORTH
ORD00437,CUST0043,2026-02-27 01:43:42,DELIVERED,SOUTH
ORD00438,CUST0161,2025-03-29 19:08:03,DELIVERED,WEST
ORD00439,CUST0102,2024-08-27 16:33:42,DELIVERED,SOUTH
ORD00440,CUST0207,2025-11-13 03:08:59,DELIVERED,NORTH
ORD00441,CUST0486,2025-06-14 05:20:04,SHIPPED,EAST
ORD00442,CUST0425,2025-07-14 05:45:38,SHIPPED,CENTRAL
ORD00443,CUST0234,2024-08-02 08:48:05,DELIVERED,WEST
ORD00444,CUST0529,2025-07-15 23:55:33,DELIVERED,NORTH
ORD00445,CUST0530,2024-04-18 02:10:29,DELIVERED,SOUTH
ORD00446,CUST0403,2024-02-27 14:57:16,DELIVERED,CENTRAL
ORD00447,CUST0533,2025-04-04 09:24:20,CANCELLED,CENTRAL
ORD00448,CUST0322,18-06-2025 15:06:59,SHIPPED,CENTRAL
ORD00449,CUST0151,2025-09-19 11:54:10,SHIPPED,CENTRAL
ORD00450,CUST0453,2025-06-20 07:52:32,DELIVERED,WEST
ORD00451,CUST0309,10-05-2024 22:13:14,DELIVERED,SOUTH
ORD00452,CUST0554,2025-03-17 01:35:52,DELIVERED,EAST
ORD00453,CUST0164,06-02-2024 09:13:33,DELIVERED,CENTRAL
ORD00454,CUST0312,2025-10-18 17:06:31,PLACED,NORTH
ORD00455,CUST0266,2026-02-27 08:56:53,PLACED,NORTH
ORD00456,CUST0587,2024-01-09 02:22:10,RETURNED,CENTRAL
ORD00457,CUST0547,2026-07-14 03:40:22,SHIPPED,CENTRAL
ORD00458,CUST0387,2026-03-18 06:34:36,PLACED,CENTRAL
ORD00459,CUST0370,2025-12-06 17:53:21,DELIVERED,WEST
ORD00460,CUST0064,2025-10-22 00:55:31,DELIVERED,WEST
ORD00461,CUST0539,2025-09-17 15:44:47,DELIVERED,WEST
ORD00462,CUST0599,2026-02-13 21:37:47,RETURNED,WEST
ORD00463,CUST0427,2024-09-09 23:13:07,PLACED,WEST
ORD00464,CUST0526,2026-04-01 23:48:37,SHIPPED,WEST
ORD00465,,2024-08-31 15:24:27,DELIVERED,NORTH
ORD00466,CUST0419,2024-06-20 09:37:49,DELIVERED,NORTH
ORD00467,CUST0121,2025-07-31 01:18:24,DELIVERED,EAST
ORD00468,CUST0147,2024-08-08 19:21:21,DELIVERED,EAST
ORD00469,CUST0221,2024-10-11 09:36:36,DELIVERED,NORTH
ORD00470,CUST0070,2024-03-10 09:53:00,DELIVERED,CENTRAL
ORD00471,CUST0346,2025-08-09 02:58:24,DELIVERED,CENTRAL
ORD00472,CUST0142,2026-02-23 02:57:38,DELIVERED,WEST
ORD00473,CUST0334,2024-05-18 17:54:13,DELIVERED,WEST
ORD00474,CUST0405,2025-06-10 14:45:25,RETURNED,WEST
ORD00475,CUST0091,2024-09-14 06:33:59,DELIVERED,EAST
ORD00476,CUST0127,2026-05-18 22:11:05,RETURNED,CENTRAL
ORD00477,CUST0055,2026-06-04 20:15:05,DELIVERED,CENTRAL
ORD00478,CUST0124,2026-04-06 05:09:25,PLACED,SOUTH
ORD00479,CUST0594,2025-11-21 02:04:30,DELIVERED,EAST
ORD00480,CUST0047,2026-02-02 11:26:34,PLACED,WEST
ORD00481,CUST0025,2026-03-31 01:36:14,SHIPPED,NORTH
ORD00482,CUST0555,2024-09-18 05:18:35,SHIPPED,NORTH
ORD00483,CUST0418,2024-09-19 19:53:58,RETURNED,SOUTH
ORD00484,,2024-03-31 21:06:16,PLACED,SOUTH
ORD00485,CUST0332,2025-02-04 16:29:14,CANCELLED,NORTH
ORD00486,CUST0246,2026-07-16 09:56:43,DELIVERED,CENTRAL
ORD00487,CUST0118,2025-02-22 07:46:00,DELIVERED,WEST
ORD00488,CUST0030,2025-09-25 00:28:10,RETURNED,NORTH
ORD00489,CUST0104,2025-01-17 15:19:46,DELIVERED,SOUTH
ORD00490,CUST0417,2025-11-23 19:25:25,DELIVERED,SOUTH
ORD00491,CUST0146,2025-08-02 21:49:38,SHIPPED,SOUTH
ORD00492,CUST0434,2026-05-12 09:34:33,PLACED,WEST
ORD00493,CUST0297,17-09-2024 00:26:28,RETURNED,WEST
ORD00494,CUST0257,2025-08-13 13:09:00,CANCELLED,SOUTH
ORD00495,CUST0523,13-03-2025 00:02:42,DELIVERED,CENTRAL
ORD00496,CUST0092,2025-09-06 02:02:05,CANCELLED,CENTRAL
ORD00497,CUST0443,2024-11-23 13:03:51,RETURNED,EAST
ORD00498,CUST0351,2025-02-10 00:13:36,DELIVERED,EAST
ORD00499,CUST0330,2025-06-14 16:52:56,RETURNED,EAST
ORD00500,,2024-07-26 17:39:25,PLACED,WEST
ORD00501,,2024-01-15 21:06:59,DELIVERED,WEST
ORD00502,CUST0552,2024-05-06 01:26:45,DELIVERED,NORTH
ORD00503,CUST0456,2024-07-10 17:16:00,CANCELLED,CENTRAL
ORD00504,CUST0182,2024-01-14 02:20:40,DELIVERED,SOUTH
ORD00505,CUST0227,2024-01-31 17:30:50,DELIVERED,EAST
ORD00506,CUST0311,2024-12-09 12:58:59,DELIVERED,EAST
ORD00507,,2026-02-04 14:19:39,DELIVERED,SOUTH
ORD00508,,2025-09-07 07:09:47,SHIPPED,CENTRAL
ORD00509,CUST0566,2024-10-28 00:16:43,DELIVERED,CENTRAL
ORD00510,CUST0067,2026-07-02 16:21:54,PLACED,EAST
ORD00511,CUST0234,2026-03-23 13:50:03,SHIPPED,NORTH
ORD00512,CUST0546,2025-01-27 21:34:51,CANCELLED,NORTH
ORD00513,CUST0054,2025-05-16 18:17:07,RETURNED,EAST
ORD00514,CUST0531,2025-12-25 19:36:50,DELIVERED,NORTH
ORD00515,CUST0230,2024-03-13 22:58:08,DELIVERED,WEST
ORD00516,CUST0402,2024-10-29 07:31:02,CANCELLED,NORTH
ORD00517,CUST0232,2025-10-20 09:09:51,RETURNED,SOUTH
ORD00518,CUST0319,2024-04-07 14:59:55,PLACED,WEST
ORD00519,CUST0025,2026-07-09 11:08:53,RETURNED,EAST
ORD00520,CUST0485,2025-01-05 06:40:31,CANCELLED,EAST
ORD00521,CUST0243,2024-04-23 06:18:46,DELIVERED,NORTH
ORD00522,CUST0593,2024-07-12 21:51:52,PLACED,NORTH
ORD00523,CUST0067,2024-07-17 02:52:44,CANCELLED,NORTH
ORD00524,CUST0443,2024-04-12 04:50:19,PLACED,NORTH
ORD00525,CUST0391,2025-09-15 23:49:48,DELIVERED,SOUTH
ORD00526,CUST0011,2025-12-05 08:23:47,DELIVERED,CENTRAL
ORD00527,CUST0348,2024-02-10 08:18:33,DELIVERED,SOUTH
ORD00528,CUST0013,2026-07-13 13:44:10,DELIVERED,SOUTH
ORD00529,CUST0130,2026-03-01 13:05:34,DELIVERED,CENTRAL
ORD00530,CUST0249,2024-08-01 20:48:37,PLACED,EAST
ORD00531,CUST0526,2025-07-09 17:38:58,CANCELLED,SOUTH
ORD00532,CUST0317,2026-07-26 05:45:13,DELIVERED,NORTH
ORD00533,CUST0149,2024-03-30 00:57:24,CANCELLED,CENTRAL
ORD00534,CUST0433,2025-06-18 02:23:36,SHIPPED,SOUTH
ORD00535,CUST0350,2024-10-21 03:41:14,DELIVERED,WEST
ORD00536,CUST0340,2026-06-17 12:42:56,DELIVERED,EAST
ORD00537,CUST0167,2024-06-11 21:00:46,DELIVERED,NORTH
ORD00538,CUST0004,2024-12-12 10:58:40,DELIVERED,SOUTH
ORD00539,CUST0340,2025-08-06 23:00:28,SHIPPED,NORTH
ORD00540,CUST0076,09-07-2025 22:58:55,PLACED,EAST
ORD00541,CUST0600,13-07-2025 02:23:20,PLACED,SOUTH
ORD00542,CUST0225,2025-02-11 00:01:30,DELIVERED,CENTRAL
ORD00543,CUST0201,2024-02-03 09:16:51,SHIPPED,NORTH
ORD00544,,2024-08-01 04:48:35,DELIVERED,NORTH
ORD00545,CUST0216,2025-04-18 21:55:21,DELIVERED,EAST
ORD00546,CUST0540,2025-11-04 18:10:52,PLACED,SOUTH
ORD00547,CUST0134,2024-10-21 14:20:01,DELIVERED,EAST
ORD00548,CUST0440,2025-01-14 21:28:16,DELIVERED,CENTRAL
ORD00549,CUST0549,2025-04-01 23:55:39,DELIVERED,NORTH
ORD00550,CUST0287,2024-07-15 10:42:56,RETURNED,WEST
ORD00551,CUST0084,2026-01-01 03:44:54,DELIVERED,SOUTH
ORD00552,CUST0522,2025-08-04 09:39:04,DELIVERED,EAST
ORD00553,CUST0539,2026-01-20 18:37:12,DELIVERED,EAST
ORD00554,CUST0598,2024-02-26 20:42:51,CANCELLED,WEST
ORD00555,CUST0406,2024-12-05 13:45:53,CANCELLED,CENTRAL
ORD00556,CUST0384,2025-01-30 09:32:16,PLACED,NORTH
ORD00557,CUST0532,2025-06-30 03:39:51,PLACED,CENTRAL
ORD00558,CUST0437,2025-12-01 20:08:09,DELIVERED,WEST
ORD00559,CUST0392,2024-02-08 09:33:40,SHIPPED,NORTH
ORD00560,CUST0085,2025-04-02 12:25:12,DELIVERED,NORTH
ORD00561,CUST0234,2024-06-01 20:57:27,DELIVERED,CENTRAL
ORD00562,CUST0202,2025-05-26 11:00:18,DELIVERED,EAST
ORD00563,CUST0142,2026-04-23 17:11:28,PLACED,EAST
ORD00564,CUST0355,2025-09-19 07:10:13,CANCELLED,NORTH
ORD00565,CUST0525,2024-08-19 21:36:15,SHIPPED,SOUTH
ORD00566,CUST0529,2026-06-30 21:04:54,DELIVERED,WEST
ORD00567,CUST0088,2025-05-01 08:16:32,DELIVERED,WEST
ORD00568,CUST0461,17-05-2026 12:24:23,PLACED,SOUTH
ORD00569,CUST0010,2026-02-15 09:54:08,CANCELLED,EAST
ORD00570,CUST0436,2025-09-18 14:40:32,DELIVERED,EAST
ORD00571,CUST0024,2026-05-31 16:49:12,RETURNED,SOUTH
ORD00572,CUST0339,2026-06-01 15:41:29,DELIVERED,CENTRAL
ORD00573,CUST0401,2025-08-15 08:35:11,DELIVERED,CENTRAL
ORD00574,CUST0487,2024-06-17 18:19:53,RETURNED,EAST
ORD00575,CUST0107,2026-05-08 21:51:31,CANCELLED,CENTRAL
ORD00576,CUST0192,2024-11-05 03:12:38,RETURNED,EAST
ORD00577,CUST0299,2026-03-25 14:53:19,PLACED,CENTRAL
ORD00578,,2025-05-22 14:56:44,DELIVERED,SOUTH
ORD00579,CUST0133,2026-04-13 08:25:05,DELIVERED,WEST
ORD00580,CUST0212,2024-07-20 20:13:35,DELIVERED,WEST
ORD00581,CUST0589,2025-04-27 01:20:04,DELIVERED,WEST
ORD00582,CUST0008,2024-08-09 15:56:34,CANCELLED,CENTRAL
ORD00583,CUST0539,2025-05-25 21:57:44,CANCELLED,WEST
ORD00584,CUST0041,2024-05-21 12:33:14,CANCELLED,WEST
ORD00585,CUST0305,2025-08-30 12:54:20,CANCELLED,SOUTH
ORD00586,CUST0184,2025-11-02 04:59:01,RETURNED,SOUTH
ORD00587,CUST0098,2025-09-03 08:39:23,PLACED,SOUTH
ORD00588,CUST0551,2025-03-29 10:25:57,PLACED,SOUTH
ORD00589,CUST0422,2026-05-08 18:46:07,DELIVERED,NORTH
ORD00590,CUST0334,2025-09-29 01:29:22,SHIPPED,CENTRAL
ORD00591,,2024-02-11 12:06:53,DELIVERED,WEST
ORD00592,CUST0409,2024-10-28 23:53:27,PLACED,NORTH
ORD00593,CUST0140,2025-05-23 03:33:29,DELIVERED,WEST
ORD00594,CUST0562,2025-01-11 09:21:37,DELIVERED,WEST
ORD00595,CUST0166,2024-09-22 00:01:20,DELIVERED,SOUTH
ORD00596,CUST0548,2025-08-30 03:55:32,DELIVERED,NORTH
ORD00597,CUST0158,2025-11-15 12:55:14,SHIPPED,NORTH
ORD00598,CUST0546,2024-12-01 19:16:16,PLACED,CENTRAL
ORD00599,CUST0106,2025-08-29 19:18:32,DELIVERED,CENTRAL
ORD00600,,2025-08-09 06:19:30,RETURNED,EAST
ORD00601,CUST0205,21-05-2024 23:07:59,PLACED,NORTH
ORD00602,CUST0197,2024-04-08 03:12:13,CANCELLED,SOUTH
ORD00603,CUST0046,2025-10-07 17:40:26,CANCELLED,EAST
ORD00604,CUST0195,2024-11-17 17:58:03,DELIVERED,WEST
ORD00605,CUST0219,2024-06-13 11:41:26,SHIPPED,WEST
ORD00606,CUST0013,2025-08-27 13:55:49,SHIPPED,EAST
ORD00607,CUST0378,2024-03-09 06:09:45,SHIPPED,EAST
ORD00608,CUST0512,2024-06-07 03:53:08,DELIVERED,CENTRAL
ORD00609,CUST0098,2026-07-20 20:40:05,DELIVERED,WEST
ORD00610,CUST0137,2025-05-30 19:35:33,DELIVERED,EAST
ORD00611,CUST0494,2024-04-14 21:05:06,DELIVERED,CENTRAL
ORD00612,CUST0524,2024-12-27 01:26:59,DELIVERED,NORTH
ORD00613,CUST0128,2025-04-24 18:42:41,DELIVERED,SOUTH
ORD00614,CUST0062,2024-08-01 16:26:24,SHIPPED,SOUTH
ORD00615,CUST0039,2025-01-04 19:40:04,DELIVERED,WEST
ORD00616,CUST0337,2024-07-27 13:50:13,DELIVERED,NORTH
ORD00617,CUST0425,2025-03-24 02:23:08,SHIPPED,EAST
ORD00618,CUST0211,2026-04-17 18:59:58,RETURNED,SOUTH
ORD00619,CUST0228,2025-08-15 14:49:33,SHIPPED,NORTH
ORD00620,CUST0504,2024-04-18 17:13:36,PLACED,SOUTH
ORD00621,CUST0129,2024-05-22 13:02:17,DELIVERED,SOUTH
ORD00622,CUST0081,2025-10-24 03:22:19,DELIVERED,SOUTH
ORD00623,CUST0181,2026-07-30 03:46:16,SHIPPED,WEST
ORD00624,CUST0207,2025-02-26 07:42:16,DELIVERED,EAST
ORD00625,CUST0172,2026-01-01 05:28:14,DELIVERED,WEST
ORD00626,CUST0494,2024-01-31 18:36:37,DELIVERED,NORTH
ORD00627,CUST0308,2026-07-13 14:02:38,DELIVERED,SOUTH
ORD00628,CUST0475,2025-04-20 02:48:47,DELIVERED,CENTRAL
ORD00629,CUST0342,2024-07-31 06:55:04,SHIPPED,SOUTH
ORD00630,,2026-02-16 19:26:30,DELIVERED,WEST
ORD00631,CUST0405,2025-08-02 15:51:00,DELIVERED,CENTRAL
ORD00632,CUST0040,2024-07-12 08:51:28,DELIVERED,SOUTH
ORD00633,CUST0262,2025-06-25 11:57:19,DELIVERED,EAST
ORD00634,CUST0395,2025-10-20 17:22:10,SHIPPED,NORTH
ORD00635,CUST0371,2024-02-13 21:27:46,DELIVERED,EAST
ORD00636,CUST0151,2025-01-30 00:32:42,DELIVERED,SOUTH
ORD00637,,2024-05-23 09:24:35,RETURNED,WEST
ORD00638,CUST0083,2026-03-16 12:27:43,CANCELLED,SOUTH
ORD00639,CUST0259,2025-04-14 11:33:43,DELIVERED,WEST
ORD00640,CUST0422,2024-05-18 01:26:31,DELIVERED,EAST
ORD00641,CUST0276,2024-11-21 11:40:43,DELIVERED,EAST
ORD00642,,2024-09-18 14:21:29,PLACED,NORTH
ORD00643,CUST0428,2026-03-26 12:00:05,SHIPPED,WEST
ORD00644,CUST0384,2024-10-16 13:29:49,SHIPPED,SOUTH
ORD00645,CUST0113,2025-12-01 01:51:06,SHIPPED,SOUTH
ORD00646,CUST0188,2024-10-25 01:59:06,RETURNED,WEST
ORD00647,CUST0112,2024-09-15 01:37:52,PLACED,NORTH
ORD00648,CUST0351,2024-02-16 02:03:10,DELIVERED,NORTH
ORD00649,,2025-02-17 08:12:33,PLACED,CENTRAL
ORD00650,CUST0043,2024-05-30 10:31:33,DELIVERED,WEST
ORD00651,CUST0273,2026-01-24 20:38:24,DELIVERED,WEST
ORD00652,CUST0352,2025-05-04 16:23:42,RETURNED,WEST
ORD00653,CUST0059,2025-07-07 01:43:54,CANCELLED,NORTH
ORD00654,CUST0412,03-08-2024 17:11:20,PLACED,CENTRAL
ORD00655,CUST0255,2025-07-26 08:03:43,DELIVERED,WEST
ORD00656,CUST0193,2024-01-05 20:39:41,RETURNED,EAST
ORD00657,,2025-07-13 13:26:18,RETURNED,EAST
ORD00658,CUST0240,2026-01-22 16:49:00,DELIVERED,NORTH
ORD00659,CUST0488,2024-06-05 01:15:38,SHIPPED,SOUTH
ORD00660,CUST0533,2026-06-07 09:42:08,DELIVERED,NORTH
ORD00661,CUST0090,2025-04-13 03:04:44,RETURNED,WEST
ORD00662,CUST0457,2024-06-28 16:48:44,DELIVERED,SOUTH
ORD00663,CUST0092,2024-06-12 20:11:40,DELIVERED,SOUTH
ORD00664,CUST0335,2025-08-18 17:32:11,SHIPPED,EAST
ORD00665,CUST0127,2024-07-29 21:21:59,DELIVERED,WEST
ORD00666,CUST0341,2024-12-13 16:06:01,DELIVERED,CENTRAL
ORD00667,CUST0352,2025-08-08 15:57:48,DELIVERED,WEST
ORD00668,CUST0576,2025-11-09 19:08:00,SHIPPED,NORTH
ORD00669,CUST0115,2024-05-18 11:21:31,DELIVERED,SOUTH
ORD00670,CUST0119,2026-06-08 20:59:10,CANCELLED,WEST
ORD00671,CUST0002,2025-04-27 19:25:24,DELIVERED,WEST
ORD00672,CUST0328,2025-07-21 01:04:30,RETURNED,SOUTH
ORD00673,CUST0228,2024-06-14 13:48:40,DELIVERED,WEST
ORD00674,CUST0304,2024-12-06 01:20:29,DELIVERED,CENTRAL
ORD00675,CUST0036,2026-07-19 07:52:34,DELIVERED,NORTH
ORD00676,CUST0588,2026-01-12 23:40:23,SHIPPED,EAST
ORD00677,CUST0386,2024-04-01 08:41:31,DELIVERED,SOUTH
ORD00678,CUST0231,2024-03-22 15:48:49,DELIVERED,WEST
ORD00679,CUST0307,2024-09-04 07:09:12,DELIVERED,EAST
ORD00680,CUST0485,2025-06-25 01:49:55,DELIVERED,CENTRAL
ORD00681,CUST0290,2024-10-30 01:33:48,DELIVERED,NORTH
ORD00682,CUST0595,2024-03-25 01:51:46,DELIVERED,WEST
ORD00683,CUST0592,2024-08-01 16:38:39,DELIVERED,SOUTH
ORD00684,CUST0201,2024-01-15 04:29:05,CANCELLED,NORTH
ORD00685,CUST0152,2025-08-07 23:01:02,DELIVERED,SOUTH
ORD00686,CUST0099,2025-07-06 09:07:36,SHIPPED,NORTH
ORD00687,CUST0528,2025-06-09 19:39:57,RETURNED,WEST
ORD00688,CUST0122,2025-01-09 03:44:27,DELIVERED,CENTRAL
ORD00689,CUST0385,2024-05-19 04:56:44,CANCELLED,WEST
ORD00690,CUST0456,24-07-2025 14:47:46,PLACED,NORTH
ORD00691,CUST0522,15-12-2024 10:11:10,DELIVERED,CENTRAL
ORD00692,CUST0097,2026-07-10 00:07:53,DELIVERED,WEST
ORD00693,CUST0129,2024-06-03 11:26:19,DELIVERED,CENTRAL
ORD00694,CUST0021,2025-09-03 17:47:57,DELIVERED,CENTRAL
ORD00695,CUST0532,2026-06-27 07:59:56,CANCELLED,NORTH
ORD00696,CUST0213,2024-07-01 06:13:58,DELIVERED,SOUTH
ORD00697,,2025-11-25 18:03:00,PLACED,SOUTH
ORD00698,CUST0166,2024-05-16 10:12:05,CANCELLED,NORTH
ORD00699,CUST0128,2026-02-25 06:34:36,RETURNED,SOUTH
ORD00700,CUST0001,2025-01-20 18:40:39,RETURNED,CENTRAL
ORD00701,CUST0301,2026-04-09 16:46:50,DELIVERED,EAST
ORD00702,CUST0361,2026-07-30 15:44:06,SHIPPED,NORTH
ORD00703,CUST0046,03-01-2025 07:44:31,PLACED,SOUTH
ORD00704,CUST0566,2024-12-01 14:33:13,SHIPPED,CENTRAL
ORD00705,CUST0564,2025-01-31 01:52:21,DELIVERED,SOUTH
ORD00706,CUST0086,2025-01-29 20:29:40,RETURNED,SOUTH
ORD00707,CUST0073,2025-02-22 11:56:53,DELIVERED,SOUTH
ORD00708,CUST0578,2026-03-05 11:23:49,DELIVERED,SOUTH
ORD00709,CUST0445,11-08-2025 15:58:41,DELIVERED,NORTH
ORD00710,CUST0545,2024-06-19 20:43:45,DELIVERED,EAST
ORD00711,CUST0372,2025-06-02 02:25:40,PLACED,SOUTH
ORD00712,CUST0101,2025-08-08 21:23:38,SHIPPED,NORTH
ORD00713,CUST0127,2024-09-29 23:44:25,CANCELLED,CENTRAL
ORD00714,CUST0502,2024-05-28 10:00:36,DELIVERED,EAST
ORD00715,CUST0102,2024-03-15 12:12:03,RETURNED,WEST
ORD00716,CUST0545,2026-05-06 23:48:41,CANCELLED,WEST
ORD00717,CUST0266,2024-01-15 18:05:28,DELIVERED,SOUTH
ORD00718,CUST0582,2025-02-19 08:16:21,DELIVERED,EAST
ORD00719,CUST0256,2025-10-11 17:15:25,SHIPPED,EAST
ORD00720,CUST0515,2025-03-21 13:24:43,DELIVERED,SOUTH
ORD00721,CUST0090,2025-04-19 19:53:12,DELIVERED,NORTH
ORD00722,CUST0079,2025-01-07 21:13:05,SHIPPED,NORTH
ORD00723,CUST0293,2026-05-10 20:34:25,CANCELLED,NORTH
ORD00724,CUST0435,2026-03-01 05:03:10,PLACED,WEST
ORD00725,CUST0546,2024-07-12 16:50:21,DELIVERED,NORTH
ORD00726,CUST0548,2025-06-20 00:47:33,DELIVERED,CENTRAL
ORD00727,CUST0044,2025-11-27 22:57:37,DELIVERED,CENTRAL
ORD00728,CUST0180,2024-04-26 16:45:54,PLACED,EAST
ORD00729,CUST0433,2026-02-08 17:52:19,DELIVERED,NORTH
ORD00730,CUST0256,2026-04-17 11:50:10,CANCELLED,EAST
ORD00731,CUST0301,2025-02-15 06:37:29,DELIVERED,CENTRAL
ORD00732,CUST0313,2026-03-11 20:18:52,PLACED,WEST
ORD00733,CUST0500,2024-03-30 07:38:00,DELIVERED,EAST
ORD00734,CUST0110,2024-01-09 00:10:13,DELIVERED,WEST
ORD00735,CUST0104,2025-10-31 05:31:49,PLACED,CENTRAL
ORD00736,CUST0421,2024-07-11 09:11:18,PLACED,EAST
ORD00737,CUST0405,2025-08-04 11:16:06,DELIVERED,SOUTH
ORD00738,CUST0276,2024-06-17 20:26:34,DELIVERED,WEST
ORD00739,CUST0363,05-11-2025 03:12:26,CANCELLED,SOUTH
ORD00740,CUST0292,2024-03-03 12:51:50,DELIVERED,EAST
ORD00741,CUST0165,2024-11-05 02:57:23,RETURNED,EAST
ORD00742,CUST0501,2026-05-04 14:05:49,DELIVERED,SOUTH
ORD00743,CUST0410,2026-02-18 14:38:38,DELIVERED,WEST
ORD00744,CUST0111,2024-02-02 20:36:41,DELIVERED,NORTH
ORD00745,CUST0243,2024-03-21 20:11:08,DELIVERED,CENTRAL
ORD00746,CUST0445,2026-01-15 22:53:35,DELIVERED,WEST
ORD00747,CUST0157,2026-03-05 04:24:09,SHIPPED,NORTH
ORD00748,CUST0254,2025-10-28 16:12:16,DELIVERED,NORTH
ORD00749,CUST0515,2024-10-08 11:11:15,CANCELLED,SOUTH
ORD00750,CUST0136,15-09-2025 08:55:14,RETURNED,SOUTH
ORD00751,CUST0205,2024-05-21 06:19:06,DELIVERED,CENTRAL
ORD00752,CUST0237,2024-12-10 12:22:48,DELIVERED,CENTRAL
ORD00753,CUST0053,2025-04-17 16:45:11,DELIVERED,EAST
ORD00754,CUST0253,2025-05-11 20:31:56,SHIPPED,NORTH
ORD00755,CUST0330,2024-11-25 07:05:45,SHIPPED,CENTRAL
ORD00756,CUST0190,2025-01-26 21:02:52,DELIVERED,EAST
ORD00757,CUST0014,2026-05-07 03:24:37,PLACED,EAST
ORD00758,CUST0371,2026-07-03 20:11:46,DELIVERED,EAST
ORD00759,CUST0394,2024-05-15 12:12:49,PLACED,CENTRAL
ORD00760,CUST0196,2024-10-26 16:51:31,RETURNED,NORTH
ORD00761,CUST0352,2025-04-13 07:51:19,RETURNED,SOUTH
ORD00762,CUST0158,2024-03-09 01:23:47,DELIVERED,EAST
ORD00763,CUST0574,2025-06-23 13:45:22,DELIVERED,NORTH
ORD00764,CUST0070,2026-01-20 00:51:26,RETURNED,CENTRAL
ORD00765,CUST0171,2026-07-19 18:04:03,RETURNED,EAST
