item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000465,ORD01088,PROD0201,7,18292.13,38.04
ITEM000466,ORD00185,PROD0163,1,12594.52,26.26
ITEM000467,ORD00523,PROD0464,3,42939.16,13.93
ITEM000468,ORD00381,PROD0235,3,26073.35,11.59
ITEM000469,ORD00189,PROD0054,3,14483.33,23.51
ITEM000470,ORD00867,PROD0172,4,30171.45,3.85
ITEM000471,ORD00208,PROD0276,3,26744.27,38.95
ITEM000472,ORD01134,PROD0378,3,26729.5,9.34
ITEM000473,ORD00018,PROD0334,5,25710.97,1.04
ITEM000474,ORD01034,PROD0059,3,2512.39,7.8
ITEM000475,ORD00271,PROD0248,6,28735.84,13.96
ITEM000476,ORD00504,PROD0466,2,35700.14,8.1
ITEM000477,ORD00087,PROD0069,3,128.61,23.04
ITEM000478,ORD01004,PROD0405,7,44450.76,23.33
ITEM000479,ORD01065,PROD0363,7,37606.4,26.17
ITEM000480,ORD00835,PROD0171,8,6399.37,1.82
ITEM000481,ORD00151,PROD0377,2,30259.35,20.62
ITEM000482,ORD00770,PROD0307,6,24412.36,37.52
ITEM000483,ORD00442,PROD0446,3,22552.03,29.52
ITEM000484,ORD00287,PROD0310,3,917.26,11.35
ITEM000485,ORD00900,PROD0259,8,35673.22,18.58
ITEM000486,ORD00420,PROD0475,1,12343.76,7.28
ITEM000487,ORD00208,PROD0303,6,23307.96,19.33
ITEM000488,ORD00888,PROD0080,6,41072.6,27.58
ITEM000489,ORD00083,PROD0491,6,9754.62,46.1
ITEM000490,ORD00340,PROD0012,3,37242.45,28.08
ITEM000491,ORD00123,PROD0026,6,1304.58,20.17
ITEM000492,ORD00943,PROD0356,5,18461.58,40.06
ITEM000493,ORD01200,PROD0127,8,21727.07,25.7
ITEM000494,ORD01123,PROD0580,3,46654.08,18.9
ITEM000495,ORD00901,PROD0274,4,4750.16,19.19
ITEM000496,ORD00808,PROD0226,5,704.53,6.65
ITEM000497,ORD00857,PROD0583,3,21402.88,28.41
ITEM000498,ORD00432,PROD0001,3,42956.15,13.28
ITEM000499,ORD00989,PROD0068,3,46248.61,24.67
ITEM000500,INVALID_ORDER_500,PROD0471,6,30878.24,48.97
ITEM000501,ORD00961,PROD0265,6,31613.07,16.33
ITEM000502,ORD00319,PROD0533,4,11387.32,1.11
ITEM000503,ORD00990,PROD0279,5,24993.83,36.21
ITEM000504,ORD00829,PROD0053,5,40103.52,12.88
ITEM000505,ORD00304,PROD0569,4,44049.23,12.44
ITEM000506,ORD00314,PROD0101,6,20690.99,19.99
ITEM000507,ORD01161,PROD0340,4,8206.03,24.06
ITEM000508,ORD00136,PROD0322,1,21837.61,40.75
ITEM000509,ORD00316,PROD0425,1,16755.91,18.52
ITEM000510,ORD00631,PROD0242,8,46398.99,19.82
ITEM000511,ORD00439,PROD0416,4,14394.73,30.53
ITEM000512,ORD00338,PROD0345,6,29712.96,42.66
ITEM000513,ORD00207,PROD0085,1,7587.31,21.43
ITEM000514,ORD00190,PROD0156,1,23613.29,1.63
ITEM000515,ORD00597,PROD0376,6,33336.31,4.38
ITEM000516,ORD00339,PROD0318,1,49816.15,4.12
ITEM000517,ORD00081,PROD0001,4,39498.18,44.85
ITEM000518,ORD01005,PROD0111,5,30810.21,26.3
ITEM000519,ORD00583,PROD0142,5,7953.96,38.8
ITEM000520,ORD01055,PROD0099,4,34482.7,1.6
ITEM000521,ORD00694,PROD0167,8,18001.72,25.44
ITEM000522,ORD00602,PROD0411,4,39733.45,42.36
ITEM000523,ORD00669,PROD0216,3,35191.41,1.84
ITEM000524,ORD00121,PROD0121,8,6392.88,36.14
ITEM000525,ORD00579,PROD0341,4,35960.16,21.77
ITEM000526,ORD00252,PROD0566,5,46878.07,10.49
ITEM000527,ORD00970,PROD0035,7,9655.28,3.3
ITEM000528,ORD00065,PROD0259,8,23228.85,48.33
ITEM000529,ORD00663,PROD0461,6,37289.53,35.37
ITEM000530,ORD00645,PROD0581,3,471.19,39.16
ITEM000531,ORD00514,PROD0426,6,7493.57,44.21
ITEM000532,ORD00492,PROD0526,5,45374.61,36.04
ITEM000533,ORD00856,PROD0040,6,35597.12,40.01
ITEM000534,ORD00764,PROD0346,-4,38601.24,48.46
ITEM000535,ORD00414,PROD0217,5,26590.37,44.48
ITEM000536,ORD00403,PROD0446,1,22802.13,35.96
ITEM000537,ORD01121,PROD0298,8,2321.23,16.63
ITEM000538,ORD00835,PROD0065,7,46459.52,45.71
ITEM000539,ORD01172,PROD0237,4,22518.64,15.01
ITEM000540,ORD00080,PROD0235,5,19801.15,0.21
ITEM000541,ORD00470,PROD0042,8,12025.1,0.11
ITEM000542,ORD00098,PROD0078,5,26809.36,44.97
ITEM000543,ORD00854,PROD0017,5,38468.15,33.17
ITEM000544,ORD01018,PROD0595,5,39005.77,42.76
ITEM000545,ORD00797,PROD0575,3,27298.66,10.01
ITEM000546,ORD00880,PROD0082,4,47334.27,1.03
ITEM000547,ORD00266,PROD0265,5,33623.36,20.78
ITEM000548,ORD00874,PROD0209,6,4970.46,46.59
ITEM000549,ORD00634,PROD0556,2,3903.67,7.78
ITEM000550,ORD00249,PROD0004,2,38955.38,39.72
ITEM000551,ORD00554,PROD0184,8,16942.74,25.02
ITEM000552,ORD01095,PROD0477,8,33433.12,13.92
ITEM000553,ORD00171,PROD0365,6,8902.29,40.33
ITEM000554,ORD01117,PROD0257,2,49606.94,8.11
ITEM000555,ORD00701,PROD0165,4,23986.65,46.24
ITEM000556,ORD00720,PROD0031,7,39654.0,21.62
ITEM000557,ORD01050,PROD0413,4,31091.65,24.17
ITEM000558,ORD00138,PROD0233,8,27917.14,22.89
ITEM000559,ORD00660,PROD0378,1,1915.34,9.4
ITEM000560,ORD01170,PROD0364,-3,32470.97,20.78
ITEM000561,ORD00016,PROD0323,2,6790.57,4.8
ITEM000562,ORD01067,PROD0575,3,23724.15,27.68
ITEM000563,ORD01130,PROD0349,1,39328.7,31.9
ITEM000564,ORD00504,PROD0320,7,14743.22,42.93
ITEM000565,ORD00113,PROD0308,3,34825.75,40.78
ITEM000566,ORD00314,PROD0288,7,49067.38,48.76
ITEM000567,ORD00746,PROD0077,5,20402.86,1.31
ITEM000568,ORD00584,PROD0336,2,43488.29,46.57
ITEM000569,ORD00206,PROD0372,5,38423.14,15.92
ITEM000570,ORD00254,PROD0188,2,11652.82,13.83
ITEM000571,ORD01127,PROD0555,2,40597.7,27.45
ITEM000572,ORD01183,PROD0560,5,5111.74,20.18
ITEM000573,ORD00084,PROD0320,7,4739.08,16.66
ITEM000574,ORD00107,PROD0141,1,5430.75,23.85
ITEM000575,ORD00961,PROD0370,2,13287.68,29.54
ITEM000576,ORD01150,PROD0254,3,9337.95,45.91
ITEM000577,ORD00213,PROD0018,3,8551.54,47.86
ITEM000578,ORD01044,PROD0245,1,34102.42,43.75
ITEM000579,ORD01182,PROD0193,4,3062.65,10.55
ITEM000580,ORD00796,PROD0198,5,17278.97,20.23
ITEM000581,ORD00843,PROD0593,4,30857.6,44.48
ITEM000582,ORD00861,PROD0262,8,172.49,5.73
ITEM000583,ORD00392,PROD0260,3,40740.87,29.01
ITEM000584,ORD00510,PROD0136,4,49907.43,37.24
ITEM000585,ORD00148,PROD0405,4,13899.8,5.63
ITEM000586,ORD00006,PROD0216,1,20726.46,17.07
ITEM000587,ORD00916,PROD0148,2,43453.18,16.26
ITEM000588,ORD00842,PROD0388,5,22226.25,10.08
ITEM000589,ORD00299,PROD0212,4,43510.56,42.91
ITEM000590,ORD00498,PROD0502,5,21928.8,12.61
ITEM000591,ORD00888,PROD0475,1,37441.38,26.21
ITEM000592,ORD00418,PROD0424,5,7120.82,13.97
ITEM000593,ORD00873,PROD0015,2,29365.57,17.39
ITEM000594,ORD00460,PROD0461,5,41989.45,48.18
ITEM000595,ORD00553,PROD0165,8,45249.85,0.86
ITEM000596,ORD00481,PROD0498,3,5580.24,36.06
ITEM000597,ORD01070,PROD0261,5,43113.92,25.82
ITEM000598,ORD00636,PROD0414,-5,47861.99,5.36
ITEM000599,ORD00580,PROD0259,3,31413.21,48.87
ITEM000600,ORD00007,PROD0153,6,38447.81,38.48
ITEM000601,ORD00860,PROD0582,8,9751.61,5.42
ITEM000602,ORD00628,PROD0436,5,29351.0,31.44
ITEM000603,ORD01158,PROD0578,7,23645.54,9.81
ITEM000604,ORD00502,PROD0333,6,17908.34,37.95
ITEM000605,ORD01091,PROD0342,7,47879.34,0.82
ITEM000606,ORD00157,PROD0106,3,11642.09,43.33
ITEM000607,ORD00420,PROD0479,2,5220.5,49.49
ITEM000608,ORD01124,PROD0452,4,36927.42,10.92
ITEM000609,ORD00199,PROD0038,7,6101.85,14.02
ITEM000610,ORD00922,PROD0215,4,30627.52,4.68
ITEM000611,ORD00513,PROD0550,4,2304.11,34.45
ITEM000612,ORD01109,PROD0172,1,46318.79,24.48
ITEM000613,ORD00444,PROD0422,2,4526.64,29.14
ITEM000614,ORD01179,PROD0285,-3,46739.28,37.67
ITEM000615,ORD01140,PROD0169,-1,49037.17,28.59
ITEM000616,ORD00564,PROD0198,3,11787.56,2.26
ITEM000617,ORD00368,PROD0201,4,6718.15,23.04
ITEM000618,ORD00921,PROD0232,1,5982.02,45.61
ITEM000619,ORD00419,PROD0376,5,41753.85,21.59
ITEM000620,ORD00130,PROD0163,1,8651.62,1.76
ITEM000621,ORD00359,PROD0431,3,10668.08,7.69
ITEM000622,ORD00223,PROD0446,3,13380.39,26.01
ITEM000623,ORD01137,PROD0544,6,44330.77,7.87
ITEM000624,ORD01092,PROD0581,8,21301.83,30.55
ITEM000625,ORD00912,PROD0286,4,46318.03,39.92
ITEM000626,ORD00042,PROD0201,7,38650.65,23.24
ITEM000627,ORD00187,PROD0596,3,45051.46,11.49
ITEM000628,ORD01093,PROD0116,7,45475.72,29.03
ITEM000629,ORD00277,PROD0055,4,39967.25,12.02
ITEM000630,ORD00104,PROD0521,2,12150.59,27.61
ITEM000631,ORD00695,PROD0538,5,13130.9,27.45
ITEM000632,ORD00366,PROD0046,4,7071.65,39.5
ITEM000633,ORD00184,PROD0531,8,3664.62,36.05
ITEM000634,ORD01120,PROD0083,6,23098.87,34.07
ITEM000635,ORD00692,PROD0031,1,39024.37,38.77
ITEM000636,ORD00050,PROD0032,3,37902.17,40.4
ITEM000637,ORD01200,PROD0084,4,24090.92,40.27
ITEM000638,ORD00900,PROD0552,1,39394.54,37.42
ITEM000639,ORD00053,PROD0154,6,19014.35,5.76
ITEM000640,ORD01033,PROD0297,5,8047.8,27.29
ITEM000641,ORD00303,PROD0591,5,24607.84,45.51
ITEM000642,ORD00157,PROD0155,5,25120.63,39.42
ITEM000643,ORD00644,PROD0389,7,23418.91,2.21
ITEM000644,ORD00101,PROD0003,4,18957.0,31.83
ITEM000645,ORD00182,PROD0371,5,26548.76,20.26
ITEM000646,ORD01154,PROD0126,3,39905.24,25.58
ITEM000647,ORD00659,PROD0379,6,15575.31,8.51
ITEM000648,ORD01182,PROD0385,1,31288.34,2.65
ITEM000649,ORD00426,PROD0247,8,30942.75,39.33
ITEM000650,ORD00035,PROD0539,2,3129.52,40.1
ITEM000651,ORD00251,PROD0402,2,44521.23,45.76
ITEM000652,ORD00011,PROD0268,5,48111.39,32.19
ITEM000653,ORD01122,PROD0486,4,25831.6,18.9
ITEM000654,ORD00385,PROD0542,7,13463.19,7.74
ITEM000655,ORD00135,PROD0145,5,36326.88,26.09
ITEM000656,ORD00630,PROD0418,1,12211.54,20.99
ITEM000657,ORD00268,PROD0378,7,10772.33,15.48
ITEM000658,ORD00516,PROD0085,1,41119.64,14.58
ITEM000659,ORD00799,PROD0161,6,37907.13,43.31
ITEM000660,ORD00087,PROD0192,4,36084.09,18.45
ITEM000661,ORD01114,PROD0192,1,33466.35,23.49
ITEM000662,ORD00631,PROD0422,5,25697.71,48.0
ITEM000663,ORD01087,PROD0518,1,38624.64,36.54
ITEM000664,ORD00755,PROD0248,3,41537.74,13.77
ITEM000665,ORD00275,PROD0477,1,33716.52,17.0
ITEM000666,ORD00594,PROD0059,5,12016.97,45.82
ITEM000667,ORD00428,PROD0364,5,29397.37,44.17
ITEM000668,ORD00251,PROD0405,3,40316.8,4.5
ITEM000669,ORD00932,PROD0539,2,27264.46,30.32
ITEM000670,ORD00407,PROD0247,4,24679.79,6.74
ITEM000671,ORD00662,PROD0232,7,42755.2,36.17
ITEM000672,ORD00172,PROD0518,6,49571.96,4.77
ITEM000673,ORD01026,PROD0417,1,632.53,9.24
ITEM000674,ORD00055,PROD0031,6,38953.79,5.6
ITEM000675,ORD00262,PROD0537,4,34451.0,16.69
ITEM000676,ORD01019,PROD0271,2,48022.39,45.4
ITEM000677,ORD00007,PROD0219,6,6782.92,2.9
ITEM000678,ORD00638,PROD0073,5,5531.92,14.61
ITEM000679,ORD00474,PROD0407,6,41919.45,29.33
ITEM000680,ORD00835,PROD0200,3,47085.85,30.33
ITEM000681,ORD01036,PROD0152,8,13823.48,16.88
ITEM000682,ORD00158,PROD0095,1,34801.31,42.86
ITEM000683,ORD00603,PROD0134,7,47039.32,2.14
ITEM000684,ORD00752,PROD0022,6,11958.67,46.78
ITEM000685,ORD00878,PROD0446,1,26015.03,4.8
ITEM000686,ORD00264,PROD0437,1,46948.38,47.19
ITEM000687,ORD00114,PROD0533,6,19590.43,44.23
ITEM000688,ORD00182,PROD0028,8,3726.7,47.02
ITEM000689,ORD00436,PROD0103,4,12775.94,17.03
ITEM000690,ORD00107,PROD0441,3,21868.4,5.44
ITEM000691,ORD00994,PROD0435,3,31096.82,49.2
ITEM000692,ORD00541,PROD0298,1,5879.85,15.2
ITEM000693,ORD01136,PROD0006,8,39034.14,17.13
ITEM000694,ORD00487,PROD0489,3,20432.12,10.6
ITEM000695,ORD00767,PROD0128,6,22631.54,34.7
ITEM000696,ORD00098,PROD0520,2,40184.0,14.29
ITEM000697,ORD00373,PROD0017,8,49595.52,29.14
ITEM000698,ORD00340,PROD0413,7,38354.76,28.64
ITEM000699,ORD00770,PROD0304,8,4573.77,26.11
ITEM000700,ORD00298,PROD0549,7,31875.17,28.44
ITEM000701,ORD00301,PROD0339,5,1161.54,25.02
ITEM000702,ORD00635,PROD0584,4,47669.1,44.53
ITEM000703,ORD00222,PROD0190,4,14792.14,7.06
ITEM000704,ORD00881,PROD0414,1,20450.17,34.98
ITEM000705,ORD01143,PROD0485,2,22913.36,20.89
ITEM000706,ORD00063,PROD0453,4,15544.14,47.15
ITEM000707,ORD00468,PROD0533,6,33540.31,30.12
ITEM000708,ORD00741,PROD0250,3,32897.23,28.06
ITEM000709,ORD00036,PROD0292,6,48005.02,44.36
ITEM000710,ORD00242,PROD0146,7,17132.85,27.46
ITEM000711,ORD00302,PROD0416,6,27270.57,7.33
ITEM000712,ORD00545,PROD0096,7,28688.37,17.24
ITEM000713,ORD00150,PROD0222,-4,40456.23,4.91
ITEM000714,ORD00299,PROD0195,6,28618.2,49.02
ITEM000715,ORD00247,PROD0258,5,19993.66,7.45
ITEM000716,ORD00637,PROD0522,1,42746.38,41.63
ITEM000717,ORD00337,PROD0490,1,425.02,42.61
ITEM000718,ORD00890,PROD0401,7,3223.99,2.76
ITEM000719,ORD00793,PROD0516,2,33448.92,40.72
ITEM000720,ORD00686,PROD0027,2,18822.05,2.8
ITEM000721,ORD00572,PROD0083,2,42906.06,16.07
ITEM000722,ORD00929,PROD0418,4,43604.85,47.47
ITEM000723,ORD00843,PROD0148,6,11103.49,13.99
ITEM000724,ORD00035,PROD0508,5,19597.82,2.91
ITEM000725,ORD00920,PROD0144,7,33602.53,29.82
ITEM000726,ORD00706,PROD0020,2,37318.56,24.6
ITEM000727,ORD00972,PROD0394,3,28314.53,46.62
ITEM000728,ORD00137,PROD0270,-5,33764.16,13.14
ITEM000729,ORD00400,PROD0204,4,4550.42,6.63
ITEM000730,ORD00644,PROD0367,3,10210.67,45.79
ITEM000731,ORD00822,PROD0112,2,23266.33,10.25
ITEM000732,ORD00337,PROD0105,3,123.18,5.63
ITEM000733,ORD00865,PROD0244,6,6704.58,24.79
ITEM000734,ORD01175,PROD0354,4,10990.86,3.72
ITEM000735,ORD01117,PROD0304,1,36326.73,8.43
ITEM000736,ORD01186,PROD0331,7,14771.42,2.15
ITEM000737,ORD00194,PROD0442,1,11901.72,10.24
ITEM000738,ORD00513,PROD0105,2,46391.43,45.25
ITEM000739,ORD01024,PROD0526,3,3851.41,41.7
ITEM000740,ORD00189,PROD0504,3,5206.66,9.67
ITEM000741,ORD01064,PROD0430,6,36753.94,24.57
ITEM000742,ORD00897,PROD0240,4,43749.19,26.97
ITEM000743,ORD00236,PROD0528,6,20480.42,16.92
ITEM000744,ORD01173,PROD0461,1,24692.02,35.14
ITEM000745,ORD01116,PROD0439,2,22733.33,35.01
ITEM000746,ORD00825,PROD0509,7,25962.04,40.38
ITEM000747,ORD00032,PROD0374,7,27076.97,4.22
ITEM000748,ORD00351,PROD0185,6,16461.74,7.96
ITEM000749,ORD00806,PROD0375,-3,26999.82,22.36
ITEM000750,INVALID_ORDER_750,PROD0272,3,36651.23,26.14
ITEM000751,ORD00357,PROD0075,3,16436.89,19.9
ITEM000752,ORD00936,PROD0041,5,11837.44,31.17
ITEM000753,ORD01110,PROD0296,1,47659.04,6.34
ITEM000754,ORD00078,PROD0339,4,33149.45,27.11
ITEM000755,ORD00514,PROD0520,3,14977.05,30.28
ITEM000756,ORD01049,PROD0567,2,14249.94,22.59
ITEM000757,ORD01118,PROD0520,1,34794.49,22.07
ITEM000758,ORD00732,PROD0184,7,22434.2,23.88
ITEM000759,ORD01105,PROD0192,-5,22655.12,19.02
ITEM000760,ORD00160,PROD0066,8,24795.42,26.61
ITEM000761,ORD00788,PROD0555,7,25339.69,35.93
ITEM000762,ORD00316,PROD0133,4,24745.97,37.49
ITEM000763,ORD01090,PROD0326,1,19989.82,9.31
ITEM000764,ORD00487,PROD0378,5,44162.72,33.18
ITEM000765,ORD00739,PROD0400,6,34312.06,28.46
ITEM000766,ORD00063,PROD0128,3,38941.12,17.13
ITEM000767,ORD00768,PROD0275,7,23088.22,19.7
ITEM000768,ORD00288,PROD0362,5,9365.88,12.33
ITEM000769,ORD00273,PROD0546,5,39497.8,41.52
ITEM000770,ORD00456,PROD0200,2,17075.28,8.22
ITEM000771,ORD00164,PROD0336,6,36148.8,46.61
ITEM000772,ORD00365,PROD0352,3,20242.21,29.46
ITEM000773,ORD00456,PROD0352,6,5200.81,43.02
ITEM000774,ORD01034,PROD0109,7,18524.65,1.28
ITEM000775,ORD01003,PROD0532,7,47483.9,27.93
ITEM000776,ORD00033,PROD0329,5,41260.61,11.21
ITEM000777,ORD00398,PROD0314,2,43899.73,44.69
ITEM000778,ORD01182,PROD0077,2,45702.63,29.95
ITEM000779,ORD00338,PROD0049,6,29140.65,13.46
ITEM000780,ORD00078,PROD0089,4,19787.08,4.41
ITEM000781,ORD00602,PROD0465,6,10194.63,10.83
ITEM000782,ORD00356,PROD0375,4,40895.19,23.79
ITEM000783,ORD01075,PROD0100,7,22421.61,15.87
ITEM000784,ORD00033,PROD0273,3,34886.58,32.17
ITEM000785,ORD00224,PROD0291,2,1856.09,17.69
ITEM000786,ORD00936,PROD0393,2,34834.34,26.19
ITEM000787,ORD01150,PROD0062,3,37912.46,0.34
ITEM000788,ORD00740,PROD0133,6,20169.46,44.51
ITEM000789,ORD00678,PROD0571,7,20862.55,47.78
ITEM000790,ORD01196,PROD0519,8,26991.85,13.98
ITEM000791,ORD00344,PROD0142,6,25559.4,49.16
ITEM000792,ORD00573,PROD0555,7,48230.32,39.83
ITEM000793,ORD00650,PROD0295,3,15296.63,30.72
ITEM000794,ORD00244,PROD0085,7,49270.77,1.27
ITEM000795,ORD00013,PROD0041,5,18687.93,11.48
ITEM000796,ORD00476,PROD0075,3,32168.26,41.29
ITEM000797,ORD00238,PROD0334,2,10496.36,16.2
ITEM000798,ORD00985,PROD0035,7,27821.75,9.11
ITEM000799,ORD00206,PROD0291,7,19352.7,31.0
ITEM000800,ORD01005,PROD0148,4,21211.31,44.94
ITEM000801,ORD00904,PROD0300,3,37370.32,6.49
ITEM000802,ORD01056,PROD0172,5,10536.63,47.93
ITEM000803,ORD01077,PROD0224,3,35407.53,40.39
ITEM000804,ORD00217,PROD0137,2,6402.14,30.33
ITEM000805,ORD00015,PROD0313,1,18920.1,0.41
ITEM000806,ORD00185,PROD0533,5,24527.94,10.2
ITEM000807,ORD01133,PROD0475,3,38370.06,20.2
ITEM000808,ORD00179,PROD0467,3,45002.6,24.0
ITEM000809,ORD00658,PROD0267,6,28145.86,13.28
ITEM000810,ORD00278,PROD0389,1,16339.17,30.93
ITEM000811,ORD01047,PROD0465,4,36504.86,19.62
ITEM000812,ORD01126,PROD0187,2,32306.47,8.78
ITEM000813,ORD00937,PROD0221,4,46297.17,32.77
ITEM000814,ORD00382,PROD0030,3,7844.06,47.76
ITEM000815,ORD00439,PROD0422,2,36666.98,39.97
ITEM000816,ORD01199,PROD0078,4,27701.51,7.19
ITEM000817,ORD00342,PROD0333,4,39488.65,42.78
ITEM000818,ORD01107,PROD0209,5,13412.24,6.11
ITEM000819,ORD00949,PROD0505,7,14563.16,47.09
ITEM000820,ORD01170,PROD0341,5,28922.69,47.65
ITEM000821,ORD01021,PROD0120,8,30220.01,42.4
ITEM000822,ORD01193,PROD0450,-5,8799.1,3.49
ITEM000823,ORD00114,PROD0340,8,38011.31,45.53
ITEM000824,ORD00231,PROD0220,6,6999.94,47.56
ITEM000825,ORD01063,PROD0249,1,40634.81,37.64
ITEM000826,ORD00202,PROD0138,7,36487.23,36.31
ITEM000827,ORD00112,PROD0562,1,44180.24,13.27
ITEM000828,ORD01136,PROD0501,8,25979.34,25.3
ITEM000829,ORD01166,PROD0449,4,34696.65,36.1
ITEM000830,ORD00763,PROD0527,4,31907.61,19.72
ITEM000831,ORD00125,PROD0042,5,48901.69,11.81
ITEM000832,ORD00795,PROD0084,6,5563.09,3.32
ITEM000833,ORD00334,PROD0216,2,1239.74,7.46
ITEM000834,ORD01183,PROD0172,6,33234.02,4.62
ITEM000835,ORD00408,PROD0490,4,2928.76,41.16
ITEM000836,ORD00011,PROD0591,8,4224.13,34.34
ITEM000837,ORD01024,PROD0096,2,7344.68,2.42
ITEM000838,ORD00310,PROD0156,3,5992.15,34.34
ITEM000839,ORD00943,PROD0420,3,2769.82,30.29
ITEM000840,ORD00183,PROD0119,7,5314.83,45.66
ITEM000841,ORD00086,PROD0124,1,22379.9,36.15
ITEM000842,ORD01084,PROD0449,4,46281.6,37.34
ITEM000843,ORD00439,PROD0038,4,21629.28,16.87
ITEM000844,ORD01099,PROD0014,8,32566.26,33.26
ITEM000845,ORD00618,PROD0534,5,8889.24,4.51
ITEM000846,ORD00047,PROD0572,3,46104.26,42.99
ITEM000847,ORD01181,PROD0335,3,29856.53,18.78
ITEM000848,ORD00036,PROD0199,6,49728.9,17.5
ITEM000849,ORD00780,PROD0068,1,40287.57,10.73
ITEM000850,ORD01166,PROD0354,8,41192.33,38.82
ITEM000851,ORD00469,PROD0465,5,9618.75,46.76
ITEM000852,ORD01126,PROD0335,7,15416.56,46.2
ITEM000853,ORD00435,PROD0028,2,44416.3,38.93
ITEM000854,ORD00053,PROD0145,1,21180.74,18.09
ITEM000855,ORD00332,PROD0491,8,13968.75,8.32
ITEM000856,ORD00126,PROD0454,2,21617.97,43.1
ITEM000857,ORD00046,PROD0423,3,43014.54,26.55
ITEM000858,ORD00220,PROD0351,3,41405.61,34.22
ITEM000859,ORD00016,PROD0228,5,1715.91,2.93
ITEM000860,ORD00035,PROD0372,7,47833.79,28.22
ITEM000861,ORD00925,PROD0378,5,31183.03,18.54
ITEM000862,ORD00713,PROD0381,3,47293.93,12.56
ITEM000863,ORD00218,PROD0141,5,23141.12,0.14
ITEM000864,ORD00091,PROD0569,2,39883.23,25.71
ITEM000865,ORD00080,PROD0213,-4,27736.78,5.02
ITEM000866,ORD00817,PROD0283,2,24500.31,21.19
ITEM000867,ORD00088,PROD0558,-1,40635.57,33.51
ITEM000868,ORD00918,PROD0110,1,43434.79,5.41
ITEM000869,ORD00702,PROD0063,4,25467.32,20.43
ITEM000870,ORD00209,PROD0253,4,16673.75,48.44
ITEM000871,ORD00590,PROD0370,5,24652.45,9.97
ITEM000872,ORD00821,PROD0180,4,1337.03,28.26
ITEM000873,ORD00373,PROD0358,6,22396.31,35.17
ITEM000874,ORD00520,PROD0509,-1,28106.77,16.69
ITEM000875,ORD00411,PROD0413,8,46106.27,41.92
ITEM000876,ORD00807,PROD0448,2,17726.36,3.2
ITEM000877,ORD00493,PROD0142,8,1047.13,2.88
ITEM000878,ORD00545,PROD0413,2,15599.0,16.52
ITEM000879,ORD00052,PROD0070,1,22401.88,24.28
ITEM000880,ORD00958,PROD0128,1,1080.43,32.76
ITEM000881,ORD01200,PROD0242,2,41045.32,28.15
ITEM000882,ORD00553,PROD0588,-2,33418.71,35.39
ITEM000883,ORD00649,PROD0177,1,40410.81,14.88
ITEM000884,ORD01018,PROD0405,8,31980.19,32.4
ITEM000885,ORD00407,PROD0475,2,40701.9,19.11
ITEM000886,ORD01140,PROD0300,7,47777.06,7.42
ITEM000887,ORD00994,PROD0294,8,24046.6,13.31
ITEM000888,ORD00478,PROD0179,7,9232.47,36.85
ITEM000889,ORD01056,PROD0297,2,49783.96,22.3
ITEM000890,ORD00031,PROD0069,5,8340.62,21.54
ITEM000891,ORD00286,PROD0027,1,25827.01,40.99
ITEM000892,ORD01108,PROD0176,7,2840.63,7.92
ITEM000893,ORD00057,PROD0266,2,11837.02,34.22
ITEM000894,ORD01171,PROD0526,8,45051.54,44.87
ITEM000895,ORD00172,PROD0456,5,46397.39,25.41
ITEM000896,ORD00145,PROD0560,5,15275.29,6.91
ITEM000897,ORD00247,PROD0463,6,26145.12,36.87
ITEM000898,ORD00478,PROD0585,6,21939.63,0.58
ITEM000899,ORD00354,PROD0064,5,27050.74,20.94
ITEM000900,ORD00656,PROD0485,3,42121.73,19.01
ITEM000901,ORD00175,PROD0307,2,38254.02,33.4
ITEM000902,ORD00324,PROD0524,5,39594.02,30.0
ITEM000903,ORD00868,PROD0574,3,23221.62,37.61
ITEM000904,ORD01185,PROD0489,1,13430.01,29.44
ITEM000905,ORD00470,PROD0121,2,39526.82,21.18
ITEM000906,ORD00727,PROD0438,4,8933.76,14.21
ITEM000907,ORD01133,PROD0572,7,17766.72,38.95
ITEM000908,ORD00943,PROD0595,7,9168.09,32.0
ITEM000909,ORD00864,PROD0290,7,19248.16,12.43
ITEM000910,ORD00543,PROD0440,-4,25633.86,7.58
ITEM000911,ORD00910,PROD0012,6,5200.26,7.12
ITEM000912,ORD00729,PROD0594,7,13833.34,27.34
ITEM000913,ORD00001,PROD0515,4,13369.32,20.01
ITEM000914,ORD01028,PROD0234,7,6959.22,12.93
ITEM000915,ORD00983,PROD0155,8,30136.93,3.41
ITEM000916,ORD00046,PROD0065,2,10801.14,41.48
ITEM000917,ORD00509,PROD0367,3,49929.09,43.66
ITEM000918,ORD00835,PROD0111,8,36013.75,44.72
ITEM000919,ORD00700,PROD0192,1,45925.7,16.06
ITEM000920,ORD01047,PROD0097,1,45509.49,18.02
ITEM000921,ORD00571,PROD0310,5,6316.01,4.87
ITEM000922,ORD00652,PROD0033,5,13752.64,39.38
ITEM000923,ORD00853,PROD0412,8,37804.71,24.21
ITEM000924,ORD00134,PROD0529,5,29767.9,28.66
ITEM000925,ORD01120,PROD0043,1,43328.31,23.09
ITEM000926,ORD01129,PROD0149,2,22198.26,20.68
ITEM000927,ORD00215,PROD0232,3,45963.92,31.33
ITEM000928,ORD00543,PROD0560,4,34974.15,29.09
ITEM000929,ORD01126,PROD0451,7,28404.35,34.43
